,#name_w_spin,metal,Ox,spin,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,SSE
487,mn_3_water_water_water_water_ammonia_ammonia,mn,3,3,-0.89461,-0.88293,-0.87647,-0.78685,-0.66718,1.34614,-0.97924,-0.97954,-0.89936,-0.89935,-0.92047,-0.92085,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-34.27509821
189,fe_2_phosphine_phosphine_phosphine_phosphine_chloride_chloride,fe,2,3,-0.26981,-0.23166,-0.22492,-0.2232,-0.19918,0.5467,-0.53242,-0.54354,0.03951,0.03965,0.03862,0.03915,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,10.56962784
442,mn_3_chloride_chloride_chloride_chloride_misc_misc,mn,3,3,-0.08722,-0.077,-0.0768,-0.06089,0.03434,0.60106,-0.46687,-0.46706,-0.46708,-0.46708,0.36909,0.36905,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-28.56444973
429,mn_3_carbonyl_carbonyl_carbonyl_carbonyl_fluoride_fluoride,mn,3,3,-0.56584,-0.49199,-0.49194,-0.49072,-0.33298,0.82217,-0.38638,-0.38656,0.56874,0.56872,0.5682,0.56819,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-34.07575711
248,fe_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl,fe,3,4,-0.89104,-0.89104,-0.59704,-0.59704,-0.59704,0.65563,0.56717,0.56717,0.56717,0.56717,0.56717,0.56717,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,18.36090495
38,cr_2_ammonia_ammonia_ammonia_ammonia_ammonia_misc,cr,2,3,-0.50321,-0.4813,-0.47859,-0.42218,-0.31076,0.79389,-1.02171,-1.02441,-1.03162,0.26613,-1.06504,-1.06618,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-35.14115613
242,fe_3_ammonia_ammonia_ammonia_ammonia_water_water,fe,3,4,-0.93408,-0.93093,-0.92911,-0.80719,-0.75559,1.43565,-0.9025,-0.90284,-1.05411,-1.05401,-1.06397,-1.06408,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-3.919954568
353,mn_2_misc_misc_misc_misc_acetonitrile_acetonitrile,mn,2,4,-0.50897,-0.50692,-0.50692,-0.45468,-0.43381,0.83905,-0.46519,-0.46477,0.25965,0.25971,0.2597,0.25965,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,8.175633262
488,mn_3_water_water_water_water_carbonyl_carbonyl,mn,3,3,-0.9193,-0.87036,-0.86589,-0.82534,-0.72958,1.21346,-0.82786,-0.82797,-0.8768,-0.87676,0.49471,0.49476,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-28.61675269
138,fe_2_ammonia_ammonia_ammonia_ammonia_phosphine_phosphine,fe,2,3,-0.62478,-0.61164,-0.60088,-0.5533,-0.51138,0.99749,-1.0768,-1.07708,-1.07629,-1.07705,0.41313,0.41337,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,8.043906363
22,co_3_water_water_water_water_water_fluoride,co,3,3,-0.7199,-0.71607,-0.71253,-0.68921,-0.65235,1.34792,-0.3064,-0.90006,-0.88099,-0.88318,-0.90046,-0.90215,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,6.213829924
159,fe_2_chloride_chloride_chloride_chloride_carbonyl_carbonyl,fe,2,3,0.04952,0.06199,0.07311,0.08947,0.22643,0.60939,0.53323,0.53323,-0.62583,-0.62581,-0.69945,-0.69944,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-3.963284134
25,cr_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc,cr,2,3,-0.47055,-0.44875,-0.44863,-0.39497,-0.28099,0.745,-0.41647,-0.41635,-0.41634,-0.41659,-0.43937,0.26863,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-29.02855612
183,fe_2_misc_misc_misc_misc_misc_water,fe,2,3,-0.55572,-0.54972,-0.51495,-0.48608,-0.45645,0.64403,-0.87719,0.28148,0.26276,0.2624,0.27401,0.26586,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,23.54806576
240,fe_3_ammonia_ammonia_ammonia_ammonia_misc_misc,fe,3,4,-0.83772,-0.7067,-0.70668,-0.41868,-0.41866,1.12584,0.20224,0.20208,-1.03606,-1.03592,-1.03597,-1.03598,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,10.64401287
13,co_3_ammonia_ammonia_ammonia_ammonia_water_water,co,3,3,-0.93789,-0.89076,-0.82051,-0.81063,-0.75445,1.27594,-0.86691,-0.867,-1.03297,-1.0327,-1.03198,-1.03221,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,6.924152418
145,fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_chloride,fe,2,3,-0.55069,-0.55062,-0.4989,-0.45738,-0.43135,0.3718,-0.27655,0.52933,0.52876,0.52833,0.52906,0.53362,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,31.50554517
406,mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_cyanide,mn,3,3,-0.67566,-0.66709,-0.64713,-0.5414,-0.43761,1.01221,-0.04359,-1.02261,-1.02225,-1.02649,-1.05362,-1.05342,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-53.08487361
314,mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_ammonia,mn,2,4,-0.55325,-0.55312,-0.55298,-0.48469,-0.48442,1.19732,-1.08939,-1.09004,-1.0884,-1.08844,-1.0887,-1.0886,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-5.292871147
361,mn_2_misc_misc_misc_misc_misc_chloride,mn,2,4,-0.37498,-0.3748,-0.37449,-0.3706,-0.3066,0.64308,0.28109,0.28265,0.28213,0.28382,0.29298,-0.52346,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,18.66456331
78,cr_2_misc_misc_misc_misc_acetonitrile_acetonitrile,cr,2,3,-0.47546,-0.45349,-0.45348,-0.40674,-0.27046,0.2713,0.37613,0.37619,0.37614,0.37605,-0.43517,-0.43505,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-32.24837269
320,mn_2_ammonia_ammonia_ammonia_ammonia_chloride_chloride,mn,2,4,-0.24366,-0.24344,-0.23475,-0.17283,-0.14676,0.97571,-1.05212,-1.05207,-1.055,-1.05507,-0.68459,-0.68468,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-3.306983975
414,mn_3_ammonia_ammonia_ammonia_ammonia_cyanide_cyanide,mn,3,3,-0.48645,-0.43509,-0.43504,-0.38697,-0.2703,0.79754,-0.05086,-0.05117,-1.01004,-1.01001,-1.01076,-1.01077,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-51.84895502
494,mn_3_water_water_water_water_water_ammonia,mn,3,3,-0.90861,-0.89148,-0.84347,-0.79159,-0.68401,1.36746,-0.86323,-0.94048,-0.89314,-0.89149,-0.91489,-0.91494,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-33.121465
387,mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc,mn,3,3,-0.69489,-0.69105,-0.68791,-0.63662,-0.5303,0.92513,-0.43937,0.40434,-0.46082,-0.46098,-0.49198,-0.49188,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-36.252514
52,cr_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_misc,cr,2,3,-0.61464,-0.61464,-0.59766,-0.54669,-0.43813,0.15597,0.33442,0.62821,0.56645,0.56643,0.5664,0.56639,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-25.3794788
453,mn_3_cyanide_cyanide_water_water_water_water,mn,3,3,-0.52275,-0.51506,-0.47688,-0.4345,-0.29119,0.92867,-0.03492,-0.03929,-0.85283,-0.85346,-0.89235,-0.89775,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-33.07333498
34,cr_2_ammonia_ammonia_ammonia_ammonia_ammonia_acetonitrile,cr,2,3,-0.50159,-0.47786,-0.47764,-0.43117,-0.3078,0.93378,-1.03765,-1.03807,-1.03867,-1.03873,-1.06945,0.42185,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-32.54698587
334,mn_2_carbonyl_carbonyl_carbonyl_carbonyl_hydrogensulfide_hydrogensulfide,mn,2,4,-0.71248,-0.67819,-0.67742,-0.67181,-0.61716,0.70623,0.49687,0.50154,0.49731,0.50114,-0.21454,-0.21408,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,16.84922081
483,mn_3_phosphine_phosphine_phosphine_phosphine_phosphine_phosphine,mn,3,3,-0.77904,-0.77017,-0.77012,-0.63734,-0.59569,0.36856,0.11651,0.11612,0.11572,0.11378,-0.053,-0.05397,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-35.69345906
376,mn_2_water_water_water_water_misc_misc,mn,2,4,-0.56135,-0.5549,-0.54889,-0.51622,-0.49466,1.12951,-0.91381,-0.91329,-0.91916,-0.91922,0.19092,0.19119,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-5.302271247
184,fe_2_misc_misc_misc_misc_phosphine_phosphine,fe,2,3,-0.56377,-0.56339,-0.52483,-0.46916,-0.46158,0.51598,0.26048,0.25694,0.25835,0.26027,0.02463,0.02452,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,34.99077964
311,mn_2_acetonitrile_acetonitrile_water_water_water_water,mn,2,4,-0.55268,-0.55102,-0.54969,-0.50956,-0.50481,1.2753,-0.92646,-0.92159,-0.91862,-0.53288,-0.91891,-0.5364,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-5.675583221
325,mn_2_carbonyl_carbonyl_carbonyl_carbonyl_ammonia_ammonia,mn,2,4,-0.66343,-0.65533,-0.65368,-0.61488,-0.57145,0.95721,-1.11188,-1.11172,0.4866,0.48081,0.4799,0.4721,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,20.39763298
187,fe_2_phosphine_phosphine_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,fe,2,3,-0.63348,-0.62412,-0.58634,-0.52145,-0.51372,0.61039,-0.03488,-0.22665,-0.2186,-0.23969,-0.02777,-0.22039,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,7.735491473
284,fe_3_water_water_water_water_acetonitrile_acetonitrile,fe,3,4,-0.80091,-0.79294,-0.77929,-0.7756,-0.7526,1.45747,-0.88196,-0.88198,-0.57294,-0.57306,-0.87838,-0.87844,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-5.104906802
457,mn_3_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine_phosphine,mn,3,3,-0.80196,-0.79821,-0.79365,-0.76776,-0.62633,0.57913,0.11349,0.12034,-0.15126,-0.15886,-0.17056,-0.1611,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-35.00481076
165,fe_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_chloride,fe,2,3,-0.42245,-0.38192,-0.38132,-0.3776,-0.3684,0.65182,-0.49543,-0.25413,-0.24458,-0.25417,-0.25213,-0.23775,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,0.160993965
393,mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_cyanide_cyanide,mn,3,3,-0.4596,-0.44622,-0.3943,-0.3861,-0.23828,0.72548,0.03151,0.03135,-0.40401,-0.40403,-0.4041,-0.40408,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-51.41522638
298,mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile,mn,2,4,-0.50312,-0.50292,-0.50292,-0.45565,-0.45565,1.16144,-0.47405,-0.47398,-0.47404,-0.47403,-0.47394,-0.47395,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,0.297577792
23,cr_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile,cr,2,3,-0.47027,-0.44815,-0.44804,-0.39964,-0.28036,0.81679,-0.41854,-0.41848,-0.4185,-0.41859,-0.44242,-0.44236,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-30.44550508
464,mn_3_misc_misc_misc_misc_fluoride_fluoride,mn,3,3,-0.42826,-0.37413,-0.3741,-0.33869,-0.20273,0.81324,-0.42239,-0.42253,0.33412,0.3341,0.33402,0.33395,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-35.4478391
347,mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_cyanide,mn,2,4,-0.46775,-0.46282,-0.40503,-0.38646,-0.35638,0.76968,-0.25376,-0.23917,-0.25467,-0.26457,-0.26329,-0.26012,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-7.399836374
419,mn_3_ammonia_ammonia_ammonia_ammonia_water_water,mn,3,3,-0.86583,-0.85603,-0.8544,-0.76389,-0.63883,1.27936,-1.01462,-1.01464,-1.01756,-1.01797,-0.93175,-0.93206,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-34.47111978
182,fe_2_misc_misc_misc_misc_misc_phosphine,fe,2,3,-0.55382,-0.55257,-0.51404,-0.46102,-0.45478,0.50856,0.28874,0.27679,0.27471,0.27104,0.27221,0.01701,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,38.68238959
343,mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_carbonyl_carbonyl,mn,2,4,-0.66973,-0.6509,-0.6472,-0.64306,-0.63044,0.74292,0.49452,0.4895,-0.2339,-0.23607,-0.23572,-0.24003,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,13.12397632
41,cr_2_ammonia_ammonia_ammonia_ammonia_misc_misc,cr,2,3,-0.49546,-0.47563,-0.46972,-0.41149,-0.30349,0.65334,-1.00619,-1.00621,0.28073,0.28074,-1.05503,-1.055,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-30.13025661
356,mn_2_misc_misc_misc_misc_chloride_chloride,mn,2,4,-0.23848,-0.23844,-0.23328,-0.17506,-0.13243,0.67318,0.32058,0.32076,0.32047,0.32095,-0.61679,-0.61689,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,9.129693191
236,fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_water,fe,3,4,-0.92756,-0.92483,-0.92404,-0.92365,-0.7508,1.39087,-0.90621,-1.04895,-1.05909,-1.06395,-1.05727,-1.06264,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,1.793059624
426,mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_misc,mn,3,3,-0.91719,-0.91718,-0.90751,-0.80346,-0.7098,0.35784,0.33509,0.64325,0.58262,0.5825,0.58248,0.58251,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-32.60711388
350,mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine_phosphine,mn,2,4,-0.6168,-0.61264,-0.61063,-0.60616,-0.50913,0.7505,-0.2446,-0.24623,-0.24908,-0.24968,-0.06347,-0.0667,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-3.986407878
75,cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_water_water,cr,2,3,-0.55791,-0.55524,-0.54418,-0.49153,-0.39321,0.77038,-0.88514,-0.88952,-0.1799,-0.18013,0.54027,0.54294,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-21.58130509
31,cr_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,cr,2,3,-0.49788,-0.48139,-0.48126,-0.42591,-0.30568,0.7514,-0.43962,-0.43956,-0.43993,-0.43997,-0.0451,-0.04527,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-27.76869175
349,mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_water,mn,2,4,-0.6268,-0.62307,-0.60898,-0.60713,-0.60155,0.89604,-0.92802,-0.25318,-0.25494,-0.25652,-0.26338,-0.26409,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-6.838127072
45,cr_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile,cr,2,3,-0.60946,-0.60941,-0.59785,-0.54774,-0.43794,0.3168,-0.47492,0.62455,0.56165,0.56162,0.56143,0.56138,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-23.55311722
462,mn_3_misc_misc_misc_misc_chloride_chloride,mn,3,3,-0.45403,-0.44603,-0.43485,-0.33979,-0.23602,0.39139,0.38219,0.38229,-0.27263,-0.27245,0.31871,0.31851,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-30.95423371
108,cr_2_water_water_water_water_water_acetonitrile,cr,2,3,-0.53101,-0.51504,-0.51068,-0.47151,-0.34836,1.04658,-0.88465,-0.87402,-0.87761,-0.50539,-0.92132,-0.92081,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-27.92184811
105,cr_2_water_water_water_water_hydrogensulfide_hydrogensulfide,cr,2,3,-0.55926,-0.55524,-0.54192,-0.53613,-0.37818,1.01023,-0.88578,-0.88582,-0.8966,-0.89659,0.53565,0.5356,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-22.02246973
149,fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_phosphine,fe,2,3,-0.7286,-0.72826,-0.69209,-0.67224,-0.62879,0.48703,0.52231,0.5228,0.53193,0.5196,0.51894,0.00658,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,43.49658356
29,cr_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_hydrogensulfide_hydrogensulfide,cr,2,3,-0.50141,-0.4855,-0.48482,-0.43159,-0.30892,0.77555,-0.44648,-0.44748,-0.44578,-0.44528,-0.26224,-0.26207,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-29.88793734
181,fe_2_misc_misc_misc_misc_misc_misc,fe,2,3,-0.54348,-0.54241,-0.50187,-0.45594,-0.44585,0.49981,0.28944,0.28944,0.28418,0.28415,0.28945,0.28949,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,43.8863614
109,cr_2_water_water_water_water_water_ammonia,cr,2,3,-0.53522,-0.52029,-0.51329,-0.47709,-0.35575,1.07234,-0.89013,-0.89591,-0.89696,-1.04107,-0.91702,-0.92902,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-36.6905599
122,fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc_misc,fe,2,3,-0.54266,-0.54005,-0.50045,-0.49855,-0.45436,0.89312,-0.45693,-0.45701,0.27465,0.27468,-0.46098,-0.46106,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,13.79916453
466,mn_3_misc_misc_misc_misc_misc_acetonitrile,mn,3,3,-0.69174,-0.69172,-0.61377,-0.50934,-0.40066,0.39844,0.37422,0.37419,0.37449,0.37437,-0.49202,0.27015,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-32.60873913
104,cr_2_water_water_water_water_chloride_chloride,cr,2,3,-0.21498,-0.21147,-0.19639,-0.17775,-0.05009,0.69799,-0.85643,-0.85643,-0.54793,-0.54792,0.49764,0.49761,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-30.63584141
60,cr_2_chloride_chloride_water_water_water_water,cr,2,3,-0.21605,-0.20995,-0.20092,-0.17392,-0.0575,0.69171,-0.85895,-0.86747,-0.53148,-0.56552,0.50371,-0.89244,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-31.59157052
146,fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_cyanide,fe,2,3,-0.58398,-0.56836,-0.56657,-0.51838,-0.49958,0.47332,-0.1729,0.53738,0.54217,0.5422,0.54208,0.54211,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,38.0975942
83,cr_2_misc_misc_misc_misc_misc_ammonia,cr,2,3,-0.47932,-0.45638,-0.45634,-0.39133,-0.27742,0.16848,0.37285,0.37222,0.37324,0.37359,-1.02985,0.27878,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-27.74751956
315,mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_carbonyl,mn,2,4,-0.57689,-0.57687,-0.57613,-0.52801,-0.49957,1.20013,-1.09891,-1.09819,-1.09791,-1.09725,-1.09734,0.41692,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,8.13879215
381,mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile,mn,3,3,-0.70034,-0.69334,-0.6933,-0.64187,-0.53641,1.06207,-0.4414,-0.44132,-0.44148,-0.4414,-0.49445,-0.49435,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-33.73068936
427,mn_3_carbonyl_carbonyl_carbonyl_carbonyl_chloride_chloride,mn,3,3,-0.57889,-0.57742,-0.55325,-0.47418,-0.35144,0.30854,-0.16301,-0.16323,0.59024,0.59008,0.58633,0.58625,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-27.56811445
227,fe_3_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,fe,3,4,-0.82301,-0.82299,-0.72869,-0.7021,-0.4077,1.3285,-0.57017,-0.56988,-1.03718,-1.03718,-1.03701,-1.03708,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,8.72926651
448,mn_3_cyanide_cyanide_cyanide_cyanide_ammonia_ammonia,mn,3,3,-0.15628,-0.15439,-0.15434,-0.0875,0.05617,0.44118,0.03433,0.0319,0.03605,0.03382,-1.00141,-1.00153,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-39.10863831
151,fe_2_carbonyl_carbonyl_carbonyl_carbonyl_chloride_chloride,fe,2,3,-0.37661,-0.32761,-0.30373,-0.26179,-0.24716,0.51693,-0.48126,-0.48132,0.53183,0.5317,0.53185,0.53173,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,21.91283118
0,co_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile,co,3,3,-0.69637,-0.68195,-0.36805,-0.3641,-0.36282,1.14362,-0.46682,-0.46684,-0.46685,-0.46681,-0.46955,-0.4695,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,25.74411231
267,fe_3_misc_misc_misc_misc_ammonia_ammonia,fe,3,4,-0.71294,-0.67292,-0.67273,-0.41964,-0.38888,0.87708,0.24926,0.24732,-1.01493,-1.01485,0.24791,0.24955,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,22.56488937
438,mn_3_chloride_chloride_chloride_chloride_chloride_misc,mn,3,3,0.05016,0.05086,0.05973,0.09111,0.14995,0.79287,-0.53171,-0.53596,-0.5401,-0.54294,-0.66317,0.36006,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-31.7815931
88,cr_2_phosphine_phosphine_phosphine_phosphine_ammonia_ammonia,cr,2,3,-0.53329,-0.52761,-0.51353,-0.4599,-0.36071,0.6347,-1.02627,-1.02644,0.42569,0.42495,0.42583,0.42541,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-31.93986994
77,cr_2_misc_misc_acetonitrile_acetonitrile_acetonitrile_acetonitrile,cr,2,3,-0.47114,-0.44895,-0.44888,-0.39909,-0.27558,0.53941,-0.41202,-0.41197,0.36969,0.36974,-0.43796,-0.43783,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-28.36622559
268,fe_3_misc_misc_misc_misc_carbonyl_carbonyl,fe,3,4,-0.73656,-0.72741,-0.68769,-0.46308,-0.43751,0.6145,0.25971,0.25969,0.25969,0.25965,0.58839,0.58833,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,24.48800044
417,mn_3_ammonia_ammonia_ammonia_ammonia_misc_misc,mn,3,3,-0.79769,-0.78627,-0.73846,-0.66255,-0.57986,0.88791,0.28079,0.28048,-0.98409,-0.98415,-1.05675,-1.05669,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-44.88991932
123,fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,fe,2,3,-0.56075,-0.5561,-0.52034,-0.50822,-0.46381,0.9181,-0.48379,-0.48419,-0.48545,-0.48578,0.00231,0.00203,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,14.09458369
297,fe_3_water_water_water_water_water_misc,fe,3,4,-0.83748,-0.81981,-0.81797,-0.81466,-0.78576,1.39985,-0.88979,-0.88492,-0.88645,-0.89439,-0.89268,0.18602,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-4.616314966
369,mn_2_phosphine_phosphine_phosphine_phosphine_phosphine_chloride,mn,2,4,-0.4458,-0.4457,-0.44096,-0.36039,-0.33771,0.66189,-0.50503,-0.02527,-0.02358,-0.0272,-0.02769,-0.02682,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,13.45754808
95,cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_cyanide,cr,2,3,-0.3787,-0.37199,-0.36888,-0.32018,-0.2147,0.18492,-0.05788,0.07732,0.08598,0.08556,-0.01394,-0.0146,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-20.20724017
482,mn_3_phosphine_phosphine_phosphine_phosphine_phosphine_misc,mn,3,3,-0.7687,-0.76391,-0.76236,-0.62843,-0.57907,0.35104,0.26864,0.15506,0.13213,0.13168,-0.02197,-0.03472,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-35.0305826
