#name_w_spin,Oxidation,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
mn_3_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine_phosphine,3,106.3803,194.2020,372.1522,756.8880,2113.0000,5136.0000,8082.0000,2196.0000,21.0000,40.0000,78.0000,140.0000,118.0000,336.0000,520.0000,464.0000,10.2575,27.9808,49.1696,53.4872,19.3161,28.9080,29.0400,0.0000,228.0000,90.0000,6.0000,0.0000,4.0000,6.0000,6.0000,0.0000,12.0000,18.0000,6.0000,0.0000,1.5343,2.3532,0.8214,0.0000,16.3364,22.7040,9.6800,0.0000,258.0000,64.0000,2.0000,0.0000,3.0000,4.0000,2.0000,0.0000,6.0000,8.0000,2.0000,0.0000,1.3142,1.5096,0.2738,0.0000,4.7961,14.4540,0.0000,0.0000,225.0000,45.0000,0.0000,0.0000,3.0000,0.0000,0.0000,9.0000,9.0000,0.0000,0.0000,1.1236,1.1766,0.0000,0.0000,6.6564,11.3520,0.0000,0.0000,256.0000,32.0000,0.0000,0.0000,2.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,1.0404,0.7548,0.0000,0.0000,-0.0300,0.0000,0.0000,42.0000,0.0000,0.0000,6.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.7600,0.0000,0.0000,30.0000,0.0000,0.0000,2.0000,0.0000,0.0000,1.3000,0.0000,0.0000,2.4025,22.7850,47.7400,0.0000,625.0000,2350.0000,350.0000,0.0000,14.0000,0.0000,120.0000,84.0000,0.0000,1.9321,8.6180,7.2002,0.0000,-5.4000,-9.1000,0.0000,56.0000,336.0000,0.0000,16.0000,70.0000,0.0000,2.1400,14.2800,0.0000
mn_3_misc_misc_acetonitrile_acetonitrile_acetonitrile_acetonitrile,3,223.0021,431.5180,775.5662,744.2236,1369.0000,3176.0000,3976.0000,4576.0000,37.0000,72.0000,126.0000,108.0000,198.0000,432.0000,468.0000,600.0000,14.8861,36.8608,51.9958,57.5788,36.7666,62.1690,78.2040,40.1280,124.0000,192.0000,126.0000,42.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0502,3.6858,1.6650,36.7666,63.4185,80.1885,36.8940,124.0000,198.0000,123.0000,39.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0348,3.6790,1.6872,9.2416,7.7520,7.7520,20.0640,49.0000,42.0000,42.0000,21.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5625,0.5775,0.5775,0.8325,7.8720,7.7520,7.1272,18.4470,42.5000,42.0000,39.0000,19.5000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5777,0.5775,0.5852,0.8436,0.4900,0.4900,2.5200,1.0000,1.0000,18.0000,-1.0000,-3.0000,0.0000,-0.0200,-0.0200,1.1400,0.0000,0.2450,1.7850,0.0000,0.5000,16.5000,-1.0000,-3.0000,0.0000,0.0000,-0.0100,1.1700,2.4025,26.7530,25.2340,23.7150,625.0000,1000.0000,950.0000,900.0000,6.0000,6.0000,72.0000,72.0000,144.0000,1.9321,6.3106,6.3662,6.4218,-7.9600,-6.9800,-6.0000,110.0000,112.0000,114.0000,24.0000,24.0000,12.0000,3.8000,3.7600,3.7200
mn_3_misc_misc_misc_misc_acetonitrile_acetonitrile,3,223.0021,433.4780,759.1512,731.2876,1369.0000,3100.0000,3934.0000,4564.0000,37.0000,72.0000,126.0000,108.0000,198.0000,432.0000,468.0000,600.0000,14.8861,36.9104,52.1614,57.6676,36.7666,62.1690,78.2040,40.1280,124.0000,192.0000,126.0000,42.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0502,3.6858,1.6650,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,9.2416,7.7520,7.7520,20.0640,49.0000,42.0000,42.0000,21.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5625,0.5775,0.5775,0.8325,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,0.4900,0.4900,2.5200,1.0000,1.0000,18.0000,-1.0000,-3.0000,0.0000,-0.0200,-0.0200,1.1400,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,25.2340,26.7530,23.7150,625.0000,950.0000,1000.0000,900.0000,6.0000,6.0000,72.0000,72.0000,144.0000,1.9321,6.3662,6.3106,6.4218,-6.9800,-7.9600,-6.0000,112.0000,110.0000,114.0000,24.0000,24.0000,12.0000,3.7600,3.8000,3.7200
mn_3_misc_misc_misc_misc_ammonia_ammonia,3,196.9921,389.3960,685.9332,849.7096,1225.0000,2800.0000,3394.0000,3508.0000,33.0000,64.0000,118.0000,132.0000,182.0000,432.0000,524.0000,608.0000,12.5145,32.1400,48.3230,55.2652,23.7616,40.1280,29.0400,0.0000,52.0000,42.0000,6.0000,0.0000,4.0000,6.0000,6.0000,0.0000,12.0000,18.0000,6.0000,0.0000,0.9732,1.6650,0.8214,0.0000,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,9.2416,20.0640,0.0000,0.0000,49.0000,21.0000,0.0000,0.0000,3.0000,0.0000,0.0000,9.0000,9.0000,0.0000,0.0000,0.5625,0.8325,0.0000,0.0000,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,2.5200,0.0000,0.0000,18.0000,0.0000,0.0000,6.0000,0.0000,0.0000,1.1400,0.0000,0.0000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,25.2340,39.3080,15.8100,625.0000,950.0000,850.0000,600.0000,10.0000,4.0000,96.0000,84.0000,96.0000,1.9321,6.3662,7.2558,4.2812,-6.9800,-9.8600,-4.0000,112.0000,216.0000,76.0000,20.0000,46.0000,8.0000,3.7600,8.6800,2.4800
mn_3_misc_misc_misc_misc_carbonyl_carbonyl,3,186.1411,341.1900,582.7910,651.7800,1321.0000,2808.0000,3760.0000,3984.0000,29.0000,56.0000,98.0000,92.0000,154.0000,344.0000,376.0000,440.0000,12.8197,31.1696,44.8746,49.7420,18.3361,17.5440,0.0000,0.0000,100.0000,96.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,1.1258,1.1242,0.0000,0.0000,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,6.5025,8.7720,0.0000,0.0000,36.0000,48.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5929,0.5621,0.0000,0.0000,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,-0.8900,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,23.7150,29.5120,15.8100,625.0000,900.0000,1100.0000,600.0000,6.0000,4.0000,72.0000,60.0000,96.0000,1.9321,6.4218,6.1994,4.2812,-6.0000,-9.7400,-4.0000,114.0000,106.0000,76.0000,24.0000,26.0000,8.0000,3.7200,3.8800,2.4800
mn_3_misc_misc_misc_misc_chloride_chloride,3,169.4401,309.8840,593.3172,506.0104,1699.0000,3716.0000,4522.0000,4256.0000,27.0000,52.0000,94.0000,72.0000,146.0000,312.0000,314.0000,368.0000,12.5283,30.1444,44.3006,41.1400,9.9856,0.0000,0.0000,0.0000,289.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9801,0.0000,0.0000,0.0000,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,9.9856,0.0000,0.0000,0.0000,289.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9801,0.0000,0.0000,0.0000,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,25.6060,18.8480,15.8100,625.0000,1450.0000,700.0000,600.0000,4.0000,4.0000,60.0000,48.0000,96.0000,1.9321,7.0334,4.1700,4.2812,-7.2200,-5.9600,-4.0000,92.0000,72.0000,76.0000,26.0000,16.0000,8.0000,3.2800,2.5600,2.4800
mn_3_misc_misc_misc_misc_cyanide_cyanide,3,180.9571,337.1100,580.3110,631.3800,1291.0000,2784.0000,3660.0000,3864.0000,29.0000,56.0000,98.0000,92.0000,154.0000,344.0000,376.0000,440.0000,12.8789,31.2312,44.9858,50.0500,15.7441,15.5040,0.0000,0.0000,85.0000,84.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,1.1554,1.1550,0.0000,0.0000,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,6.5025,7.7520,0.0000,0.0000,36.0000,42.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.5929,0.5775,0.0000,0.0000,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,-0.4900,0.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,23.7150,28.2720,15.8100,625.0000,900.0000,1050.0000,600.0000,6.0000,4.0000,72.0000,60.0000,96.0000,1.9321,6.4218,6.2550,4.2812,-6.0000,-8.9400,-4.0000,114.0000,108.0000,76.0000,24.0000,26.0000,8.0000,3.7200,3.8400,2.4800
mn_3_misc_misc_misc_misc_fluoride_fluoride,3,181.1497,314.9680,638.4828,545.8952,1283.0000,2916.0000,3338.0000,3360.0000,27.0000,52.0000,94.0000,72.0000,146.0000,312.0000,314.0000,368.0000,11.5763,28.5876,39.8990,37.7800,15.8404,0.0000,0.0000,0.0000,81.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5041,0.0000,0.0000,0.0000,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,15.8404,0.0000,0.0000,0.0000,81.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5041,0.0000,0.0000,0.0000,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,28.1480,18.8480,15.8100,625.0000,1050.0000,700.0000,600.0000,4.0000,4.0000,60.0000,48.0000,96.0000,1.9321,6.2550,4.1700,4.2812,-8.8600,-5.9600,-4.0000,108.0000,72.0000,76.0000,26.0000,16.0000,8.0000,3.8400,2.5600,2.4800
mn_3_misc_misc_misc_misc_hydrogensulfide_hydrogensulfide,3,182.1417,351.6960,609.6348,702.7272,1637.0000,3744.0000,4564.0000,4464.0000,31.0000,60.0000,106.0000,112.0000,166.0000,384.0000,446.0000,520.0000,13.1965,33.3304,49.4528,53.6360,16.3364,22.7040,9.6800,0.0000,258.0000,64.0000,2.0000,0.0000,3.0000,4.0000,2.0000,0.0000,6.0000,8.0000,2.0000,0.0000,1.3142,1.5096,0.2738,0.0000,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,6.6564,11.3520,0.0000,0.0000,256.0000,32.0000,0.0000,0.0000,2.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,1.0404,0.7548,0.0000,0.0000,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,0.7600,0.0000,0.0000,30.0000,0.0000,0.0000,2.0000,0.0000,0.0000,1.3000,0.0000,0.0000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,23.8080,32.4880,15.8100,625.0000,1400.0000,800.0000,600.0000,8.0000,4.0000,84.0000,72.0000,96.0000,1.9321,7.1168,6.2272,4.2812,-6.0600,-8.5600,-4.0000,94.0000,168.0000,76.0000,22.0000,36.0000,8.0000,3.2200,6.6400,2.4800
mn_3_misc_misc_misc_misc_misc_acetonitrile,3,223.0021,434.4580,751.6640,723.3790,1369.0000,3062.0000,3916.0000,4552.0000,37.0000,72.0000,126.0000,108.0000,198.0000,432.0000,468.0000,600.0000,14.8861,36.9352,52.2454,57.7096,36.7666,63.4185,80.1885,36.8940,124.0000,198.0000,123.0000,39.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0348,3.6790,1.6872,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,7.8720,7.7520,7.1273,18.4470,42.5000,42.0000,39.0000,19.5000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5777,0.5775,0.5852,0.8436,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,0.0000,0.2450,1.7850,0.0000,0.5000,16.5000,-1.0000,-3.0000,0.0000,0.0000,-0.0100,1.1700,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,24.4745,27.5125,23.7150,625.0000,925.0000,1025.0000,900.0000,6.0000,6.0000,72.0000,72.0000,144.0000,1.9321,6.3940,6.2828,6.4218,-6.4900,-8.4500,-6.0000,113.0000,109.0000,114.0000,24.0000,24.0000,12.0000,3.7400,3.8200,3.7200
mn_3_misc_misc_misc_misc_misc_ammonia,3,209.9971,412.4170,715.0550,778.6210,1297.0000,2912.0000,3646.0000,4030.0000,35.0000,68.0000,122.0000,120.0000,190.0000,432.0000,492.0000,600.0000,13.7003,34.5500,50.3262,56.5220,30.2641,52.3980,55.6065,16.8300,88.0000,123.0000,63.0000,18.0000,5.0000,8.0000,10.0000,3.0000,18.0000,31.0000,16.0000,3.0000,1.5661,2.8422,2.2468,0.8547,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,7.8720,13.9080,3.2512,8.4150,42.5000,31.5000,18.0000,9.0000,2.0000,0.5000,1.5000,5.0000,5.5000,2.0000,1.5000,0.5777,0.7050,0.2964,0.4274,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,1.0150,0.0000,0.5250,8.5000,0.0000,7.5000,2.5000,-1.5000,0.0000,0.5800,0.0000,0.6000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,24.4745,33.7900,19.7625,625.0000,925.0000,950.0000,750.0000,8.0000,5.0000,84.0000,78.0000,120.0000,1.9321,6.3940,6.7554,5.3515,-6.4900,-9.4000,-5.0000,113.0000,162.0000,95.0000,22.0000,35.0000,10.0000,3.7400,6.2600,3.1000
mn_3_misc_misc_misc_misc_misc_chloride,3,196.2211,372.6610,668.6150,613.9690,1534.0000,3370.0000,4090.0000,4550.0000,32.0000,62.0000,110.0000,90.0000,172.0000,372.0000,390.0000,480.0000,13.7072,33.5522,48.2670,49.7750,23.3761,32.3340,41.0865,16.8300,206.5000,102.0000,60.0000,18.0000,3.5000,5.0000,7.0000,3.0000,12.0000,22.0000,13.0000,3.0000,1.5696,2.0097,1.8361,0.8547,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,8.2441,3.8760,3.2512,8.4150,162.5000,21.0000,18.0000,9.0000,0.5000,0.5000,1.5000,0.5000,1.0000,2.0000,1.5000,0.7865,0.2888,0.2964,0.4274,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,-0.2450,0.0000,0.5250,-0.5000,0.0000,7.5000,-0.5000,-1.5000,0.0000,0.0100,0.0000,0.6000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,24.6605,23.5600,19.7625,625.0000,1175.0000,875.0000,750.0000,5.0000,5.0000,66.0000,60.0000,120.0000,1.9321,6.7276,5.2125,5.3515,-6.6100,-7.4500,-5.0000,103.0000,90.0000,95.0000,25.0000,20.0000,10.0000,3.5000,3.2000,3.1000
mn_3_misc_misc_misc_misc_misc_fluoride,3,202.0759,375.2030,689.5250,638.8970,1326.0000,2970.0000,3610.0000,3990.0000,32.0000,62.0000,110.0000,90.0000,172.0000,372.0000,390.0000,480.0000,13.2312,32.7738,46.1110,47.6750,26.3035,32.3340,41.0865,16.8300,102.5000,102.0000,60.0000,18.0000,3.5000,5.0000,7.0000,3.0000,12.0000,22.0000,13.0000,3.0000,1.3316,2.0097,1.8361,0.8547,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,11.1715,3.8760,3.2512,8.4150,58.5000,21.0000,18.0000,9.0000,0.5000,0.5000,1.5000,0.5000,1.0000,2.0000,1.5000,0.5485,0.2888,0.2964,0.4274,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,-0.2450,0.0000,0.5250,-0.5000,0.0000,7.5000,-0.5000,-1.5000,0.0000,0.0100,0.0000,0.6000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,25.9315,23.5600,19.7625,625.0000,975.0000,875.0000,750.0000,5.0000,5.0000,66.0000,60.0000,120.0000,1.9321,6.3384,5.2125,5.3515,-7.4300,-7.4500,-5.0000,111.0000,90.0000,95.0000,25.0000,20.0000,10.0000,3.7800,3.2000,3.1000
mn_3_misc_misc_misc_misc_misc_misc,3,223.0021,435.4380,744.6570,714.5100,1369.0000,3024.0000,3900.0000,4536.0000,37.0000,72.0000,126.0000,108.0000,198.0000,432.0000,468.0000,600.0000,14.8861,36.9600,52.3302,57.7500,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,23.7150,28.2720,23.7150,625.0000,900.0000,1050.0000,900.0000,6.0000,6.0000,72.0000,72.0000,144.0000,1.9321,6.4218,6.2550,6.4218,-6.0000,-8.9400,-6.0000,114.0000,108.0000,114.0000,24.0000,24.0000,12.0000,3.7200,3.8400,3.7200
mn_3_misc_misc_misc_misc_misc_phosphine,3,205.5516,398.5620,693.3800,752.7810,1473.0000,3360.0000,4126.0000,4590.0000,35.0000,68.0000,122.0000,120.0000,190.0000,432.0000,492.0000,600.0000,14.2614,36.1000,52.7132,58.8470,28.0414,46.7880,55.6065,16.8300,176.0000,147.0000,63.0000,18.0000,5.0000,8.0000,10.0000,3.0000,18.0000,31.0000,16.0000,3.0000,1.8466,3.1863,2.2468,0.8547,36.7666,64.6680,82.1730,33.6600,124.0000,204.0000,120.0000,36.0000,6.0000,10.0000,14.0000,6.0000,24.0000,44.0000,26.0000,6.0000,2.1590,4.0194,3.6722,1.7094,5.6493,11.1030,3.2512,8.4150,130.5000,43.5000,18.0000,9.0000,2.0000,0.5000,1.5000,5.0000,5.5000,2.0000,1.5000,0.8583,0.8771,0.2964,0.4274,6.5025,7.7520,6.5025,16.8300,36.0000,42.0000,36.0000,18.0000,1.0000,1.0000,3.0000,1.0000,2.0000,4.0000,3.0000,0.5929,0.5775,0.5929,0.8547,-0.2600,0.0000,0.5250,20.5000,0.0000,7.5000,2.5000,-1.5000,0.0000,1.0450,0.0000,0.6000,-0.4900,0.0000,1.0500,-1.0000,0.0000,15.0000,-1.0000,-3.0000,0.0000,0.0200,0.0000,1.2000,2.4025,23.1570,33.7900,19.7625,625.0000,1125.0000,950.0000,750.0000,8.0000,5.0000,84.0000,78.0000,120.0000,1.9321,6.8249,6.7554,5.3515,-5.6400,-9.4000,-5.0000,105.0000,162.0000,95.0000,22.0000,35.0000,10.0000,3.4300,6.2600,3.1000
